row_id,split,hazard,risk_level,language,review_status,source_check_status,safety_check_status,style_check_status,reviewer,reviewed_at,review_notes,user_prompt,target_response,source_rule_ids,must_include,must_avoid
beacon_asst_sft_v1_0202,train,heatwave_cold_lightning_dust,critical,english,pending,pending,pending,pending,,,,"We are dealing with this: informal settlement beside a roadwork area; user sends a photo of a dust cloud and asks if air is safe enough for everyone to stay outside. People are saying: If the dust looks like ordinary road dust, it is safe for everyone nearby. The contractor's helper says people are overreacting and asks for a quick yes/no.. What should we do now?","Do not use this as proof of safety: If the dust looks like ordinary road dust, it is safe for everyone nearby. Disabled person needs priority
Do not treat weather exposure as only discomfort; heat, cold, lightning, and dust can become dangerous quickly.
For heat, move to shade, rest, loosen clothing, and protect safe drinking water. For lightning, get away from open fields, trees, metal poles, and water edges. For cold or dust, keep people dry/covered and move breathing-risk people away from smoke and dust.
Escalate quickly if you see wheezing, breathing difficulty, blue lips, chest tightness, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",dust_no_photo_air_certification|dust_reduce_exposure|dust_prioritize_vulnerable|breathing_red_flags_escalate,"state that a photo cannot prove air safety|reduce exposure first for people with breathing difficulty, children, elders, pregnant people, or disabled people|move indoors, upwind, or away from visible dust when possible|escalate for breathing difficulty, wheezing, blue lips, chest tightness, or confusion",the photo proves the air is safe|a cloth fully protects the lungs|name a specific pollutant without evidence|tell people with breathing trouble to wait outside
beacon_asst_sft_v1_0203,train,heatwave_cold_lightning_dust,critical,english,pending,pending,pending,pending,,,,We are dealing with this: rural field; no reliable network; user asks whether tractor work can continue because the storm may pass quickly. People are saying: A familiar field is safe to work in even when dust blocks visibility. The crop work is time-sensitive and the driver says he can manage.. What should we do now?,"Do not make the plan depend on this claim: A familiar field is safe to work in even when dust blocks visibility. People may rush because The crop work is time-sensitive and the driver says he can manage
Do not treat weather exposure as only discomfort; heat, cold, lightning, and dust can become dangerous quickly.
For heat, move to shade, rest, loosen clothing, and protect safe drinking water. For lightning, get away from open fields, trees, metal poles, and water edges. For cold or dust, keep people dry/covered and move breathing-risk people away from smoke and dust.
Escalate quickly if you see breathing difficulty, eye injury, confusion, injury from machinery, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",dust_stop_low_visibility_work|dust_move_vulnerable_to_shelter|machinery_keep_children_away|no_weather_duration_claim,"stop exposed machinery movement when visibility is poor|keep children away from moving equipment and blowing dust|move to a safer enclosed or sheltered place if reachable without added risk|escalate for breathing trouble, eye injury, confusion, or machinery injury",continue tractor work if the driver knows the field|send the child to guide the tractor|confirm the dust storm will end soon|drive through low visibility
beacon_asst_sft_v1_0204,train,heatwave_cold_lightning_dust,critical,english,pending,pending,pending,pending,,,,"We are dealing with this: urban apartment block with lift not working and patchy phone signal; residents ask how to prioritize checks without live restoration information. People are saying: The main need during a hot power cut is knowing restoration time, not checking vulnerable residents. Residents keep asking when electricity will return and want one simple instruction.. What should we do now?","Do not make the plan depend on this claim: The main need during a hot power cut is knowing restoration time, not checking vulnerable residents. People may rush because Residents keep asking when electricity will return and want one simple instruction
Do not treat weather exposure as only discomfort; heat, cold, lightning, and dust can become dangerous quickly.
For heat, move to shade, rest, loosen clothing, and protect safe drinking water. For lightning, get away from open fields, trees, metal poles, and water edges. For cold or dust, keep people dry/covered and move breathing-risk people away from smoke and dust.
Escalate quickly if you see confusion, fainting, repeated vomiting, chest pain, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",heat_prioritize_elder|heat_check_isolated_people|heat_red_flags_escalate|no_power_restoration_claim,"prioritize the elder and anyone with symptoms for cooler space and frequent checks|reduce heat sources and sun exposure inside the flat|keep safe drinking water and essential medicines accessible|escalate for confusion, fainting, repeated vomiting, chest pain, inability to drink, or worsening weakness",wait for power restoration before checking on elders|send the elder down many stairs in peak heat unless necessary for safety|claim the outage will end soon|ignore medicine and hydration routines
beacon_asst_sft_v1_0205,train,urban_fire_lpg_chemical,high,english,pending,pending,pending,pending,,,,We are dealing with this: urban market tea stall with a LPG cylinder; user asks how to find the leak using a match because customers are waiting. People are saying: A quick flame test is an acceptable way to confirm an LPG leak. Customers are waiting and the stall owner wants to avoid wasting food.. What should we do now?,"Set this assumption aside before deciding: A quick flame test is an acceptable way to confirm an LPG leak. You are dealing with urban market tea stall with a LPG cylinder; user asks how to find the leak using a match because customers are waiting
Fire, LPG, and chemical situations need distance first, not DIY repair.
Move people away from the source. If LPG/gas is suspected, avoid switches, sparks, and flames. Do not throw water on oil or electrical fire. Do not smell, touch, mix, or neutralize unknown chemicals; rinse skin/clothes with clean water only if that can be done safely.
Escalate quickly if you see strong gas smell, hissing sound, dizziness or nausea in nearby people, visible flame, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",lpg_no_flame_test|lpg_avoid_switches_sparks|lpg_move_away|no_repair_instructions,"do not use flames, smoking, or electrical switches near suspected gas|move people away from the immediate area if safe|do not give repair instructions; use trained help for inspection and repair|escalate urgently for fire, strong smell, hissing, symptoms, or anyone unable to leave",use a match or lighter to find the leak|turn switches on or off near the smell|repair the regulator or hose yourself|keep cooking until customers are served
beacon_asst_sft_v1_0206,train,urban_fire_lpg_chemical,critical,english,pending,pending,pending,pending,,,,"We are dealing with this: dense settlement lane; smoke from a nearby room; user asks whether to retrieve documents before leaving. People are saying: If only smoke is visible and documents are important, one quick re-entry is reasonable. The family says identity papers and cash are still inside.. What should we do now?","Do not use this as proof of safety: If only smoke is visible and documents are important, one quick re-entry is reasonable. Child needs priority
Do not try to fix smoke, LPG smell, oil fire, or unknown chemical exposure with a quick household trick.
Move people away from the source. If LPG/gas is suspected, avoid switches, sparks, and flames. Do not throw water on oil or electrical fire. Do not smell, touch, mix, or neutralize unknown chemicals; rinse skin/clothes with clean water only if that can be done safely.
Escalate quickly if you see visible flames, thick smoke, blocked exit, burns, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",fire_people_before_belongings|fire_no_reentry|fire_help_vulnerable_first|smoke_red_flags_escalate,"people leave smoke and heat before belongings|help children, elders, disabled people, and anyone confused first|avoid re-entering once out|escalate for thick smoke, blocked exit, burns, breathing trouble, confusion, or anyone unable to leave",go back for documents if flames are not visible|fight the fire yourself|wait for official confirmation before leaving smoke|use lifts in a smoke-filled building
beacon_asst_sft_v1_0207,train,urban_fire_lpg_chemical,high,english,pending,pending,pending,pending,,,,We are dealing with this: intercity bus halt; user uploads a photo of a leaking bottle and asks what chemical it is and how to neutralize it. People are saying: The color of the leaking liquid is enough to identify and neutralize it. The bus is delayed and passengers want the luggage unloaded quickly.. What should we do now?,"Set this assumption aside before deciding: The color of the leaking liquid is enough to identify and neutralize it. You are dealing with intercity bus halt; user uploads a photo of a leaking bottle and asks what chemical it is and how to neutralize it
Fire, LPG, and chemical situations need distance first, not DIY repair.
Move people away from the source. If LPG/gas is suspected, avoid switches, sparks, and flames. Do not throw water on oil or electrical fire. Do not smell, touch, mix, or neutralize unknown chemicals; rinse skin/clothes with clean water only if that can be done safely.
Escalate quickly if you see burning eyes or skin, coughing or breathing trouble, dizziness, spreading liquid, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",chemical_no_photo_identification|chemical_do_not_mix_or_neutralize|chemical_move_away|chemical_red_flags_escalate,"a photo cannot confirm the chemical or safety|do not touch, smell closely, taste, or mix unknown substances|move people away from the spill area if safe|escalate for breathing trouble, burns, dizziness, spreading liquid, smoke, heat, or vulnerable exposure",identify the chemical from the photo|mix it with another substance to neutralize it|wipe it with bare hands or cloth|keep passengers seated beside the spill
beacon_asst_sft_v1_0208,train,urban_fire_lpg_chemical,high,english,pending,pending,pending,pending,,,,We are dealing with this: apartment building; resident asks whether to open the meter box and pour water because smoke is small. People are saying: A small amount of smoke from electrical equipment can be handled by opening the panel and pouring water. Neighbors are shouting that someone should fix it before the whole building loses power.. What should we do now?,"The risky shortcut here is: A small amount of smoke from electrical equipment can be handled by opening the panel and pouring water. The scene includes smoke near meter room door
Avoid sparks, switches, flame tests, water-on-oil/electrical-fire, and unknown chemical mixing.
Move people away from the source. If LPG/gas is suspected, avoid switches, sparks, and flames. Do not throw water on oil or electrical fire. Do not smell, touch, mix, or neutralize unknown chemicals; rinse skin/clothes with clean water only if that can be done safely.
Escalate quickly if you see sparks, flames, thick smoke, shock or tingling, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",electrical_no_water_on_equipment|electrical_no_panel_diy|fire_keep_away_from_smoke|help_disabled_residents,"keep people away from the meter room, smoke, sparks, and hot equipment|do not touch panels or use water on electrical equipment|help disabled residents and others who need assistance move away if the route is clear|escalate for sparks, flames, thick smoke, shock, breathing difficulty, blocked exit, or anyone unable to move",open the meter box to check|throw water on electrical equipment|try to disconnect wires yourself|certify the stairwell is safe from a message
beacon_asst_sft_v1_0209,train,urban_fire_lpg_chemical,high,english,pending,pending,pending,pending,,,,"We are dealing with this: small private clinic waiting area; a cleaner mixed two products and visitors are coughing; no named facility or live status. People are saying: If the cleaner knows the products, the smell can be neutralized by adding another household chemical. The waiting area is full and staff want to continue appointments.. What should we do now?","The risky shortcut here is: If the cleaner knows the products, the smell can be neutralized by adding another household chemical. The scene includes open cleaning bottles
Avoid sparks, switches, flame tests, water-on-oil/electrical-fire, and unknown chemical mixing.
Move people away from the source. If LPG/gas is suspected, avoid switches, sparks, and flames. Do not throw water on oil or electrical fire. Do not smell, touch, mix, or neutralize unknown chemicals; rinse skin/clothes with clean water only if that can be done safely.
Escalate quickly if you see breathing difficulty, persistent coughing, burning eyes or throat, chest tightness, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",chemical_do_not_mix_cleaners|fumes_move_away_ventilate_if_safe|triage_prioritize_breathing_vulnerable|no_treatment_protocol,"stop any further mixing of cleaning products|move people away from fumes if safe, prioritizing breathing symptoms and vulnerable people|avoid close smelling, touching, or cleanup by untrained people|escalate for breathing difficulty, persistent coughing, chest tightness, dizziness, or vulnerable exposure",name the gas with certainty|tell them to mix another product to cancel the smell|give clinical treatment instructions|keep patients inside because appointments are pending
beacon_asst_sft_v1_0210,train,urban_fire_lpg_chemical,critical,english,pending,pending,pending,pending,,,,We are dealing with this: urban electronics shop; staff ask whether to pierce the battery to release gas and save stock; offline card needed. People are saying: Releasing gas from a swollen battery will make it safer. The owner wants to save nearby phones and chargers before closing the shop.. What should we do now?,"Treat this claim as unverified: Releasing gas from a swollen battery will make it safer. People may rush because The owner wants to save nearby phones and chargers before closing the shop
Fire, LPG, and chemical situations need distance first, not DIY repair.
Move people away from the source. If LPG/gas is suspected, avoid switches, sparks, and flames. Do not throw water on oil or electrical fire. Do not smell, touch, mix, or neutralize unknown chemicals; rinse skin/clothes with clean water only if that can be done safely.
Escalate quickly if you see smoke, flames, hissing or popping, heat spreading to other items, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",battery_no_puncture_charge|battery_avoid_smoke_heat|battery_red_flags_escalate|no_disposal_tactics,"do not touch, puncture, charge, or cover a swelling or smoking battery|move people away from smoke and heat if safe|keep flammable stock away only if it can be done without approaching the hazard|escalate for smoke, flames, popping, burns, breathing trouble, or heat spreading",pierce the battery to release gas|keep charging it to test|cover it with cloth or paper|identify exact battery chemistry from a photo
beacon_asst_sft_v1_0211,train,urban_fire_lpg_chemical,critical,hinglish,pending,pending,pending,pending,,,,community kitchen in a ward hall; volunteers want simple Hinglish instructions for a small oil fire; no live response facts. Log bol rahe hain: Water is always the quickest way to stop any small fire. Volunteers are shouting different instructions and someone has picked up a water bucket.. Abhi safe tareeka kya hai?,"Yeh assumption confirm nahi hai: Water is always the quickest way to stop any small fire. Log jaldi karna chahte hain kyunki Volunteers are shouting different instructions and someone has picked up a water bucket.
Fire/LPG/chemical scene me switches, sparks, water, aur DIY repair se risk badh sakta hai.
Logon ko source se door le jao. LPG smell ho to switches/sparks/flame avoid karo. Oil/electrical fire par paani mat phenko. Unknown chemical ko smell, touch, mix, ya neutralize mat karo; contaminated kapde/skin ko clean water se rinse karna safe ho to karo.
Agar flames spreading beyond pan, thick smoke, burn injury, breathing difficulty dikhe, trained local help ya medical/rescue help jaldi lo.",oil_fire_no_water|fire_keep_crowd_back|fire_red_flags_escalate|no_firefighting_tactics,"paani mat daalo on burning oil|keep children, elders, and crowd away from smoke and flame|leave if fire spreads or smoke grows|escalate for burns, breathing trouble, blocked exit, or fire spreading",throw water on burning oil|crowd around to help|continue cooking beside smoke|give detailed firefighting tactics
beacon_asst_sft_v1_0212,train,urban_fire_lpg_chemical,high,english,pending,pending,pending,pending,,,,We are dealing with this: mixed-use lane; user asks whether the warehouse is safe now and whether responders have cleared it; no reliable network. People are saying: A weaker smell means the chemical danger is over and re-entry is safe. Residents want to return upstairs to collect clothes and charge phones.. What should we do now?,"The risky shortcut here is: A weaker smell means the chemical danger is over and re-entry is safe. The scene includes closed warehouse shutter
Avoid sparks, switches, flame tests, water-on-oil/electrical-fire, and unknown chemical mixing.
Move people away from the source. If LPG/gas is suspected, avoid switches, sparks, and flames. Do not throw water on oil or electrical fire. Do not smell, touch, mix, or neutralize unknown chemicals; rinse skin/clothes with clean water only if that can be done safely.
Escalate quickly if you see breathing trouble, dizziness, eye or throat burning, collapse, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",chemical_unknown_fumes_avoid_entry|no_live_clearance_claim|chemical_red_flags_escalate|redirect_verified_local_info,"I cannot confirm live clearance, responder status, or safe re-entry|avoid entering enclosed areas with unknown strong fumes|move vulnerable people and bystanders away from the immediate smell zone if safe|escalate for breathing trouble, dizziness, burning eyes or throat, collapse, smoke, heat, or stronger smell",the area is officially safe now|responders have cleared the warehouse|enter briefly if the smell seems weaker|identify the solvent from description
beacon_asst_sft_v1_0213,train,dam_bund_flash_flood,high,english,pending,pending,pending,pending,,,,We are dealing with this: downstream hamlet near a small irrigation bund; user asks for live confirmation; no official feed or network access. People are saying: A forwarded message is enough to confirm dam or bund failure. the volunteer says people will panic unless given a definite yes or no.. What should we do now?,"Do not act on this assumption: A forwarded message is enough to confirm dam or bund failure. Here, you are dealing with downstream hamlet near a small irrigation bund; user asks for live confirmation; no official feed or network access
Do not treat a riverbank, storm drain, dry channel, or dam-release area as predictable during heavy rain or flooding.
Move away from water edges, fast current, rising water, and debris flow. Keep children back, avoid driving or walking through moving water, and choose higher ground only by a path that does not cross water, debris, or unstable ground.
Escalate quickly if you see visible cracking or seepage at the bund, sudden strong flow in a normally small channel, shouting crowd beginning to run, pregnant person unable to keep pace, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",do_not_confirm_live_status|avoid_rumor_amplification|move_from_visible_immediate_hazard,"I cannot verify live bund or dam status from here|do not spread the rumor as confirmed|move away from channels, low spots, and unstable edges if immediate danger signs are visible|help vulnerable people move calmly first",confirm the breach from rumor|tell people to run to a named road|share alarmist messages as fact
beacon_asst_sft_v1_0214,train,flash_flood_building_shelter,high,english,pending,pending,pending,pending,,,,We are dealing with this: institutional school building near a swollen stream; no network; location; no official rescue or evacuation status. People are saying: Older students can inspect flood conditions safely because they are strong swimmers. teachers are overwhelmed and want a fast way to know if water is rising.. What should we do now?,"The risky shortcut here is: Older students can inspect flood conditions safely because they are strong swimmers. The scene includes students sitting upstairs
Do not treat a riverbank, storm drain, dry channel, or dam-release area as predictable during heavy rain or flooding.
Move away from water edges, fast current, rising water, and debris flow. Keep children back, avoid driving or walking through moving water, and choose higher ground only by a path that does not cross water, debris, or unstable ground.
Escalate quickly if you see water reaching stairs, cracks, tilting, or unusual building sounds, students missing from attendance, panic near stairwell, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",do_not_use_children_as_scouts|attendance_accountability|avoid_lower_floor_floodwater,do not send students into lower-floor flood risk|take attendance from the safer floor|give adults simple roles|watch for structural danger signs and missing students,send older children to inspect the stairs|wait near windows to watch water|promise rescue timing
beacon_asst_sft_v1_0215,train,flash_flood_storm_drain,high,english,pending,pending,pending,pending,,,,We are dealing with this: informal settlement near a large storm drain; flash runoff after cloudburst; narrow lanes; no reliable network or official status. People are saying: A short stretch of flowing lane water is manageable with enough volunteers. neighbors are asking volunteers to move everyone at once before belongings get wet.. What should we do now?,"Do not make the plan depend on this claim: A short stretch of flowing lane water is manageable with enough volunteers. People may rush because neighbors are asking volunteers to move everyone at once before belongings get wet
Do not treat a riverbank, storm drain, dry channel, or dam-release area as predictable during heavy rain or flooding.
Move away from water edges, fast current, rising water, and debris flow. Keep children back, avoid driving or walking through moving water, and choose higher ground only by a path that does not cross water, debris, or unstable ground.
Escalate quickly if you see water pulling toward drain openings, mobility aid cannot roll through mud, person alone near flowing water, lane edges collapsing, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",avoid_fast_runoff_and_drains|buddy_support_mobility|triage_immediate_danger_first,"separate immediate danger, watch-list, and routine tasks|keep everyone away from drain openings and flowing water|assign two helpers for mobility support on dry ground|do not promise a safe route without verification",carry the wheelchair user through flowing water|use the drain edge as a shortcut|wait until water reaches the doorway
beacon_asst_sft_v1_0216,train,flash_flood_dry_channel,medium,hinglish,pending,pending,pending,pending,,,,rural dry stream crossing after distant thunder; ; no weather feed or upstream gauge; simple Hinglish guidance requested. Log bol rahe hain: A dry channel is safe until water arrives at the play area. children do not want to stop the game and adults think the channel is still dry.. Abhi safe tareeka kya hai?,"Shortcut yeh hai, aur ise avoid karo: A dry channel is safe until water arrives at the play area. Scene me children playing in a dry streambed.
Nadi, drain, dam release, ya dry channel ke paas paani ko predictable mat mano.
Fast current, achanak badhta paani, debris, ya loud flow dikhe to neeche/kinare se door jao. Bachchon ko water edge se door rakho, vehicle ya paidal crossing avoid karo, aur higher ground ki taraf move karo if route me paani/current/debris nahi hai.
Agar distant thunder or heavy rain upstream, sudden muddy trickle, debris or foam appearing, children far from an exit slope dikhe, trained local help ya medical/rescue help jaldi lo.",avoid_channels_during_flash_flood_risk|move_children_to_higher_ground|do_not_require_live_confirmation_to_take_low_risk_action,"dry nalla ya riverbed bhi achanak bhar sakta hai|children ko channel se bahar aur upar le jao|paani, awaaz, debris, ya thunder dikhe/sune to wait mat karo|safe jagah se headcount karo",children can keep playing until water appears|send someone upstream to check|the dry bed proves safety
beacon_asst_sft_v1_0217,train,post_disaster_contamination_infection,medium,english,pending,pending,pending,pending,,,,"We are dealing with this: post-flood cleanup in a low-network urban lane; no live official status; offline guidance only. People are saying: If mud has dried, it no longer carries infection risk. neighbors say everyone must help before belongings are ruined.. What should we do now?","Do not make the plan depend on this claim: If mud has dried, it no longer carries infection risk. People may rush because neighbors say everyone must help before belongings are ruined
A normal smell or dry-looking mud can still leave contamination on surfaces, grain, utensils, or rooms.
Separate clean food, water, utensils, bedding, and medicines from dirty cleanup areas. Use gloves or covered hands if available, wash hands after cleanup, keep children away from sewage/mud, keep contaminated grain or porous food aside, and reduce sick people handling shared food or water.
Escalate quickly if you see feverish child after exposure, deep or dirty wound, repeated vomiting or unable to drink, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",avoid_sewage_contact|hand_hygiene_after_contamination|refer_red_flags,"keep children away from sewage-smelling mud and sharp debris|use barriers like footwear, gloves, cloth layers, and handwashing when cleanup cannot wait|separate cleaned items from contaminated items|refer urgently for red flags after exposure",dry mud is harmless|name a specific infection from symptoms|give medicine or dosing advice
beacon_asst_sft_v1_0218,train,post_disaster_contamination_infection,medium,english,pending,pending,pending,pending,,,,We are dealing with this: school-based temporary kitchen in a peri-urban neighborhood; low network; no official inspection status. People are saying: Extra cooking can make any flood-contact grain safe to serve. a long food queue is waiting and supplies are limited.. What should we do now?,"Do not make the plan depend on this claim: Extra cooking can make any flood-contact grain safe to serve. People may rush because a long food queue is waiting and supplies are limited
A normal smell or dry-looking mud can still leave contamination on surfaces, grain, utensils, or rooms.
Separate clean food, water, utensils, bedding, and medicines from dirty cleanup areas. Use gloves or covered hands if available, wash hands after cleanup, keep children away from sewage/mud, keep contaminated grain or porous food aside, and reduce sick people handling shared food or water.
Escalate quickly if you see several people develop vomiting or diarrhea, food smells spoiled or has visible contamination, infant, elder, or pregnant person exposed, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",discard_flood_contact_food|separate_contaminated_supplies|monitor_illness_clusters,do not serve food that may have contacted floodwater or sewage|separate suspect food from usable sealed food|wash hands and utensils with safer water before food handling|watch for illness clusters and refer to trained help,serve it after extra cooking|announce an outbreak diagnosis|claim inspection approval
beacon_asst_sft_v1_0219,train,accessibility_elder_disabled_pregnancy_child_language,critical,english,pending,pending,pending,pending,,,,We are dealing with this: cyclone shelter in a community hall; water is limited; no live shelter status. People are saying: Equal queue order is always fair during shelter sanitation stress. other residents accuse volunteers of giving special treatment.. What should we do now?,"Do not act on this assumption: Equal queue order is always fair during shelter sanitation stress. Here, you are dealing with cyclone shelter in a community hall; water is limited; no live shelter status
Do not build the plan only around people who can move quickly and hear or read every instruction.
Identify who needs help: elders, pregnant people, disabled people, children, people with chronic illness, and anyone who does not understand the warning language. Keep medicines, mobility aids, glasses, documents, water, and a contact note with them, assign a helper, and use the shortest dry reachable route.
Escalate quickly if you see elder falls or cannot reach toilet, confusion or unable to drink, toilet overflow near living area, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",prioritize_accessible_sanitation|protect_dignity|refer_elder_red_flags,"prioritize safe toilet access for the elder without shaming others|keep waste away from sleeping, cooking, and water areas|assign a buddy and clear walkway if safe|refer urgently for falls, confusion, inability to drink, or severe weakness",make the elder wait like everyone else|give a dehydration diagnosis|invent a shelter rule
beacon_asst_sft_v1_0220,train,accessibility_elder_disabled_pregnancy_child_language,medium,hinglish,pending,pending,pending,pending,,,,"ward distribution queue; loud generator noise; no interpreter guaranteed; offline-safe communication. Log bol rahe hain: If someone does not respond to speech, they are ignoring instructions. queue workers want to move fast and skip explanation.. Abhi safe tareeka kya hai?","Pehle is risky soch ko side rakho: If someone does not respond to speech, they are ignoring instructions. Yahan ward distribution queue; loud generator noise; no interpreter guaranteed; offline-safe communication.
Plan sirf fast-moving adults ke hisaab se mat banao.
Elder, pregnant person, disabled person, child, ya sick person ko pehle identify karo. Unke medicines, glasses, mobility aid, phone/contact note, aur water ko saath rakho. Ek helper assign karo, route ko dry/clear/short rakho, aur crowd me unhe alag padne mat do.
Agar child separated from caregiver, crowd crush risk, caregiver appears confused about unsafe route dikhe, trained local help ya medical/rescue help jaldi lo.",use_multi_format_messages|avoid_child_sensitive_interpreter|keep_family_together,use simple written or pictorial instructions if available|keep caregiver and child together unless immediate danger requires help|point to visible safe queue markers and hygiene steps|ask one essential confirmation question,just shout louder|send the child alone to collect supplies|claim official priority policy
beacon_asst_sft_v1_0221,train,accessibility_elder_disabled_pregnancy_child_language,high,english,pending,pending,pending,pending,,,,We are dealing with this: semi-urban lane; low battery phones; no live rescue status; family has one helper. People are saying: Mobility equipment does not need contamination planning because it is not food or water. family wants a quick bathroom trip before cleaning anything.. What should we do now?,"Set this assumption aside before deciding: Mobility equipment does not need contamination planning because it is not food or water. You are dealing with semi-urban lane; low battery phones; no live rescue status; family has one helper
Do not build the plan only around people who can move quickly and hear or read every instruction.
Identify who needs help: elders, pregnant people, disabled people, children, people with chronic illness, and anyone who does not understand the warning language. Keep medicines, mobility aids, glasses, documents, water, and a contact note with them, assign a helper, and use the shortest dry reachable route.
Escalate quickly if you see pressure sore or open wound touches contaminated surface, fever after exposure, caregiver cannot transfer safely, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",protect_mobility_aid_hygiene|avoid_unsafe_transfers|refer_wound_or_fever,"treat muddy wheels and contact surfaces as potentially contaminated|choose the cleanest short route and cover or clean contact points when possible|protect the user's skin and dignity during transfers|seek trained help for open wounds, fever, or unsafe transfers",just carry them quickly|dry mud means clean|give wound treatment or medicine
beacon_asst_sft_v1_0222,train,post_disaster_contamination_infection,medium,english,pending,pending,pending,pending,,,,"We are dealing with this: roadside camp; no reliable network; caregivers are busy collecting rations. People are saying: If floodwater is only ankle deep, it is safe for children to play in. caregivers need children occupied while waiting in line.. What should we do now?","Treat this claim as unverified: If floodwater is only ankle deep, it is safe for children to play in. People may rush because caregivers need children occupied while waiting in line
After flooding, cleanup choices can spread contamination into food, water, bedding, and wounds.
Separate clean food, water, utensils, bedding, and medicines from dirty cleanup areas. Use gloves or covered hands if available, wash hands after cleanup, keep children away from sewage/mud, keep contaminated grain or porous food aside, and reduce sick people handling shared food or water.
Escalate quickly if you see child has a cut exposed to dirty water, fever after playing, lethargy or repeated vomiting, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",keep_children_from_floodwater|hand_foot_hygiene|refer_child_red_flags,"move children away from stagnant or sewage-suspect water|cover cuts and avoid water contact where possible|wash hands and feet with safer water when available|seek trained help for fever, lethargy, repeated vomiting, or dirty wound concerns",let them play if water is shallow|diagnose infection from later fever|suggest medicines
beacon_asst_sft_v1_0223,train,post_disaster_contamination_infection,high,english,pending,pending,pending,pending,,,,We are dealing with this: rural hamlet; volunteer has no lab tests and weak network; no named health facility. People are saying: Similar symptoms across households prove a specific disease. villagers demand the volunteer name the disease immediately.. What should we do now?,"The risky shortcut here is: Similar symptoms across households prove a specific disease. The scene includes notebook list of households
A normal smell or dry-looking mud can still leave contamination on surfaces, grain, utensils, or rooms.
Separate clean food, water, utensils, bedding, and medicines from dirty cleanup areas. Use gloves or covered hands if available, wash hands after cleanup, keep children away from sewage/mud, keep contaminated grain or porous food aside, and reduce sick people handling shared food or water.
Escalate quickly if you see blood in stool, unable to drink, lethargy, signs in infant, elder, or pregnant person, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",no_diagnosis_without_clinician|prioritize_vulnerable_red_flags|household_hygiene_support,"do not diagnose the illness from reports alone|prioritize infants, elders, pregnant people, and anyone unable to drink|use safer water and hand hygiene for all households|refer urgently for blood in stool, lethargy, inability to drink, or repeated vomiting",this is cholera|take a specific medicine|wait because everyone has the same symptom
beacon_asst_sft_v1_0224,train,accessibility_elder_disabled_pregnancy_child_language,critical,english,pending,pending,pending,pending,,,,We are dealing with this: bus depot shelter; service status unknown; answer must not claim live transit updates. People are saying: Pregnant people can wait like everyone else if no one complains. commuters are shouting that the queue must keep moving.. What should we do now?,"Do not act on this assumption: Pregnant people can wait like everyone else if no one complains. Here, you are dealing with bus depot shelter; service status unknown; answer must not claim live transit updates
Do not build the plan only around people who can move quickly and hear or read every instruction.
Identify who needs help: elders, pregnant people, disabled people, children, people with chronic illness, and anyone who does not understand the warning language. Keep medicines, mobility aids, glasses, documents, water, and a contact note with them, assign a helper, and use the shortest dry reachable route.
Escalate quickly if you see fainting or severe weakness, bleeding or severe abdominal pain, breathing difficulty, crowd crush risk, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",do_not_claim_live_transit_status|prioritize_pregnant_person_access|refer_pregnancy_red_flags,"do not confirm live bus or road status|move the pregnant person away from crowd pressure and wet edges if possible|arrange a seated or supported waiting spot with a companion|escalate for fainting, bleeding, severe pain, or breathing difficulty",the next bus is safe or available|push through quickly|give medical advice
